고객번호,상반기구매빈도14,하반기구매빈도14,상반기구매빈도15,하반기구매빈도15
1356,3,3,3,2
1357,3,3,4,2
1358,3,2,3,3
1359,2,2,3,4
1360,2,2,3,2
1361,1,2,2,3
1362,2,2,2,3
1363,2,3,2,2
1364,2,3,1,3
1365,3,3,3,4
1366,1,2,2,2
1367,2,2,1,2
1368,1,2,3,2
1369,3,3,2,1
1370,1,1,2,2
1371,3,3,3,2
1372,3,4,3,2
1373,2,2,2,2
1374,2,2,3,2
1375,4,3,3,3
1376,1,2,3,2
1377,3,3,4,4
1378,3,3,3,3
1379,0,0,1,1
1380,2,3,3,1
1381,2,3,1,2
1382,2,2,2,2
1383,4,4,3,1
1384,2,2,3,2
1385,2,2,2,2
1386,1,1,2,3
1387,2,2,2,1
1388,4,3,3,4
1389,3,3,2,4
1390,2,2,1,2
1391,3,2,2,1
1392,3,3,2,2
1393,1,1,3,4
1394,1,2,4,3
1395,2,2,4,3
1396,2,4,4,4
1397,3,3,3,3
1398,3,2,2,1
1399,1,1,2,2
1400,1,4,2,2
1401,2,2,2,1
1402,4,4,4,4
1403,4,1,2,2
1404,2,2,2,2
1405,1,2,2,1
1406,3,2,4,4
1407,4,3,3,3
1408,3,3,4,2
1409,3,2,3,3
1410,1,1,1,2
1411,3,3,4,2
1412,2,2,2,2
1413,4,3,3,4
1414,3,3,4,3
1415,4,2,3,3
1416,2,2,2,3
1417,2,2,2,2
1418,3,3,3,2
1419,2,2,2,3
1420,3,3,4,3
1421,2,3,3,2
1422,2,1,3,2
1423,3,3,3,3
1424,2,2,3,2
1425,2,2,1,1
1426,3,2,2,2
1427,2,1,1,1
1428,2,2,1,2
1429,2,3,2,2
1430,2,2,1,2
1431,2,2,2,3
1432,2,2,1,1
1433,3,3,1,1
1434,3,4,3,3
1435,2,2,2,1
1436,2,3,4,4
1437,4,4,3,2
1438,3,3,4,3
1439,3,2,2,3
1440,4,4,4,4
1441,3,4,3,3
1442,2,3,2,2
1443,2,2,1,1
1444,2,2,3,2
1445,2,2,3,3
1446,2,2,3,3
1447,3,3,3,3
1448,3,3,1,1
1449,2,2,2,2
1450,2,4,4,3
1451,2,2,1,2
1452,3,4,3,4
1453,1,2,2,2
1454,3,3,2,2
1455,3,2,1,2
1456,3,3,4,4
1457,1,1,2,4
1458,2,2,1,1
1459,3,3,2,2
1460,3,3,4,4
1461,4,4,4,4
1462,2,4,3,3
1463,3,3,2,2
1464,1,3,2,2
1465,3,3,3,3
1466,3,4,4,4
1467,3,3,3,2
1468,3,3,2,2
1469,1,3,3,4
1470,2,3,3,3
1471,1,2,2,2
1472,4,4,4,3
1473,1,2,1,1
1474,3,3,3,3
1475,1,3,1,4
1476,2,1,2,1
1477,1,3,2,1
1478,2,2,3,3
1479,3,3,3,2
1480,4,4,4,4
1481,3,3,3,4
1482,2,1,3,3
1483,2,2,3,3
1484,4,3,4,4
1485,1,2,3,3
1486,2,3,2,1
1487,2,2,2,2
1488,1,1,1,1
1489,2,1,2,1
1490,1,3,1,2
1491,1,2,3,1
1492,2,2,2,2
1493,2,2,2,1
1494,2,4,4,3
1495,1,1,2,2
1496,1,2,2,3
1497,4,4,4,4
1498,2,2,2,2
1499,1,2,3,3
1500,3,4,3,4
1501,2,2,2,2
1502,2,3,1,2
1503,2,2,2,3
1504,3,3,4,1
1505,2,2,3,2
1506,3,4,2,4
1507,2,2,2,2
1508,1,4,4,4
1509,3,2,2,2
1510,2,2,3,4
1511,2,2,2,1
1512,1,3,2,2
1513,2,2,3,2
1514,4,4,3,4
1515,4,4,4,3
1516,2,2,3,2
1517,3,2,2,4
1518,3,2,1,1
1519,3,2,3,1
1520,3,3,3,3
1521,2,2,3,2
1522,2,3,2,2
1523,3,2,3,3
1524,2,1,2,2
1525,2,2,3,3
1526,2,2,3,4
1527,1,1,1,3
1528,2,2,1,1
1529,3,3,3,4
1530,2,3,2,2
1531,2,1,2,2
1532,3,3,4,2
1533,3,2,3,2
1534,4,3,2,3
1535,2,2,2,2
1536,2,2,2,2
1537,2,3,2,2
1538,2,3,2,4
1539,2,3,2,2
1540,1,2,2,2
1541,2,3,2,2
1542,2,3,2,3
1543,2,1,1,1
1544,2,1,2,2
1545,3,4,4,4
1546,4,2,2,3
1547,4,4,4,4
1548,2,1,2,3
1549,1,2,3,3
1550,4,3,4,3
1551,2,2,1,2
1552,1,3,3,4
1553,2,2,2,2
1554,3,3,3,4
1555,2,2,2,3
1556,2,3,3,3
1557,2,2,2,3
1558,2,2,3,2
1559,3,2,2,1
1560,3,2,2,2
1561,2,2,3,1
1562,2,2,2,2
1563,2,2,2,2
1564,1,2,2,3
1565,4,4,4,4
1566,3,2,2,1
1567,2,2,3,3
1568,2,2,2,3
1569,1,2,2,2
1570,4,4,4,4
1571,2,2,3,3
1572,2,2,1,1
1573,3,4,2,3
1574,2,2,3,3
1575,1,2,3,3
1576,1,1,3,2
1577,3,3,2,3
1578,2,1,2,3
1579,2,2,3,3
1580,3,2,2,2
1581,1,2,3,4
1582,3,4,2,2
1583,1,2,1,3
1584,4,4,4,3
1585,2,2,3,1
1586,1,1,1,1
1587,3,3,3,3
1588,1,1,4,3
1589,3,4,4,4
1590,2,2,2,3
1591,2,3,3,3
1592,3,2,3,3
1593,4,4,4,3
1594,3,3,3,3
1595,2,2,3,3
1596,1,3,3,3
1597,4,4,4,3
1598,4,4,4,4
1599,4,4,3,3
1600,3,2,2,2
1601,2,2,1,2
1602,2,2,3,2
1603,2,2,1,1
1604,1,2,2,1
1605,2,3,3,3
1606,2,3,3,2
1607,4,2,2,2
1608,3,3,4,4
1609,3,2,3,2
1610,1,2,3,2
1611,3,2,4,4
1612,2,3,1,1
1613,2,3,2,2
1614,1,1,1,3
1615,3,3,2,3
1616,2,3,3,3
1617,1,2,3,1
1618,2,2,2,2
1619,3,2,2,2
1620,2,2,1,2
1621,3,3,3,3
1622,4,4,4,4
1623,2,2,1,2
1624,3,2,1,1
1625,3,3,2,3
1626,2,2,3,3
1627,3,2,3,3
1628,1,3,2,3
1629,2,3,3,4
1630,3,3,4,3
1631,2,2,2,4
1632,2,2,2,2
1633,3,3,3,3
1634,1,1,1,1
1635,2,1,2,4
1636,2,3,3,4
1637,3,1,2,1
1638,2,3,2,2
1639,1,1,2,2
1640,4,1,2,2
1641,2,2,3,2
1642,3,3,3,2
1643,1,4,4,3
1644,3,3,3,3
1645,2,3,2,2
1646,2,3,3,1
1647,4,4,3,1
1648,2,2,3,2
1649,2,3,2,3
1650,1,2,3,3
1651,3,3,2,1
1652,3,4,4,4
1653,2,3,3,3
1654,3,3,3,3
1655,3,4,3,2
1656,4,4,4,2
1657,2,2,1,1
1658,2,1,4,4
1659,3,4,4,3
1660,1,1,2,2
1661,1,2,2,2
1662,4,3,3,3
1663,3,3,4,3
1664,4,2,2,1
1665,2,2,2,2
1666,1,1,3,4
1667,3,3,3,3
1668,2,2,3,2
1669,2,1,2,1
1670,2,3,3,3
1671,2,2,2,3
1672,2,2,2,3
1673,1,2,3,2
1674,3,3,2,1
1675,1,1,2,2
1676,2,3,3,2
1677,3,3,2,2
1678,4,3,4,2
1679,3,3,2,3
1680,2,3,2,2
1681,2,2,2,2
1682,3,4,1,1
1683,3,2,3,2
1684,4,3,3,2
1685,4,4,3,3
1686,1,1,1,1
1687,1,2,2,2
1688,4,4,4,4
1689,3,3,2,1
1690,2,1,1,2
1691,4,4,4,1
1692,2,2,3,3
1693,2,2,2,1
1694,3,4,4,4
1695,3,2,2,2
1696,2,2,2,2
1697,2,2,2,2
1698,1,1,1,2
1699,4,4,4,3
1700,2,1,2,1
1701,1,2,2,1
1702,1,3,3,3
1703,2,1,1,2
1704,2,3,3,3
1705,3,3,3,3
1706,2,2,2,2
1707,3,3,3,4
1708,3,4,3,4
1709,3,1,2,2
1710,2,2,2,2
1711,2,2,2,2
1712,2,3,3,3
1713,2,3,2,2
1714,4,4,4,4
1715,2,2,2,2
1716,3,2,2,2
1717,4,4,3,1
1718,1,2,3,4
1719,2,3,2,2
1720,2,2,2,2
1721,2,2,3,2
1722,3,4,4,4
1723,2,3,3,4
1724,2,2,2,2
1725,2,3,3,1
1726,2,1,2,2
1727,4,4,4,4
1728,2,2,3,4
1729,3,3,3,3
1730,1,2,2,1
1731,2,3,3,2
1732,3,2,3,4
1733,4,3,3,3
1734,2,2,2,1
1735,3,2,2,2
1736,4,4,3,2
1737,3,3,2,3
1738,3,3,4,4
1739,1,2,2,3
1740,2,3,2,2
1741,1,2,4,4
1742,3,3,3,4
1743,3,3,3,4
1744,3,3,3,3
1745,2,3,3,4
1746,4,3,3,1
1747,4,3,4,3
1748,3,2,2,4
1749,2,3,2,2
1750,2,2,2,2
1751,3,3,3,2
1752,3,3,1,1
1753,1,2,2,2
1754,3,2,3,2
1755,3,3,3,2
1756,4,3,3,2
1757,1,2,2,1
1758,3,4,3,4
1759,2,2,3,3
1760,3,2,2,3
1761,1,1,1,1
1762,1,2,2,2
1763,2,2,3,4
1764,2,2,2,2
1765,2,2,2,2
1766,3,2,3,2
1767,3,3,3,4
1768,2,1,2,4
1769,1,1,4,2
1770,2,2,2,3
1771,4,4,3,3
1772,2,3,2,1
1773,1,1,2,4
1774,2,2,2,2
1775,4,4,4,4
1776,3,3,4,3
1777,2,2,1,1
1778,2,3,4,4
1779,1,2,3,2
1780,3,3,3,2
1781,3,3,4,3
1782,2,2,2,2
1783,2,3,2,1
1784,2,3,3,2
1785,2,2,3,1
1786,2,2,2,2
1787,3,2,2,3
1788,2,2,2,2
1789,4,4,3,3
1790,2,2,3,3
1791,3,3,3,1
1792,2,3,3,3
1793,1,1,2,3
1794,1,2,3,4
1795,3,2,3,1
1796,3,3,4,1
1797,2,2,1,2
1798,2,3,3,3
1799,3,3,3,3
1800,3,4,4,4
1801,2,3,1,2
1802,1,2,2,2
1803,2,3,1,2
1804,3,3,3,3
1805,3,3,2,3
1806,2,2,2,3
1807,2,2,2,1
1808,1,2,3,3
1809,2,2,1,2
1810,3,2,3,3
1811,3,4,4,3
1812,4,4,3,3
1813,2,2,2,2
1814,3,3,2,1
1815,4,3,3,2
1816,2,2,2,2
1817,2,3,4,4
1818,2,2,2,3
1819,1,2,1,2
1820,4,2,3,4
1821,3,3,2,2
1822,1,2,2,2
1823,2,2,2,2
1824,3,2,2,2
1825,3,3,2,2
1826,1,3,2,2
1827,1,1,1,1
1828,4,4,4,3
1829,4,4,3,3
1830,2,1,3,4
1831,2,2,2,1
1832,2,2,2,2
1833,3,3,4,3
1834,3,2,3,2
1835,4,4,4,3
1836,3,4,3,3
1837,2,3,2,2
1838,3,3,1,2
1839,3,2,2,2
1840,4,4,4,4
1841,3,3,2,1
1842,4,4,4,4
1843,2,2,2,2
1844,2,2,2,2
1845,2,3,3,4
1846,2,2,2,2
1847,2,1,2,2
1848,2,2,2,2
1849,3,4,4,4
1850,3,2,2,2
1851,2,2,2,3
1852,2,2,2,2
1853,4,3,2,2
1854,4,4,4,4
1855,2,2,3,2
1856,1,1,2,4
1857,2,2,2,2
1858,1,3,3,3
1859,3,2,2,3
1860,2,3,4,3
1861,3,4,4,3
1862,2,2,3,3
1863,3,2,3,2
1864,3,3,2,2
1865,4,4,4,2
1866,2,2,3,3
1867,2,2,2,2
1868,3,3,3,2
1869,2,2,2,2
1870,2,2,2,3
1871,1,3,4,3
1872,2,4,2,2
1873,1,2,1,2
1874,2,2,1,1
1875,1,2,3,3
1876,2,2,1,1
1877,2,2,2,3
1878,1,2,2,2
1879,2,3,3,1
1880,4,2,2,3
1881,1,1,1,1
1882,2,2,2,2
1883,1,1,1,3
1884,2,2,2,1
1885,2,2,3,3
1886,2,1,2,2
1887,1,1,1,2
1888,1,3,3,2
1889,3,1,2,2
1890,1,2,3,3
1891,3,3,3,2
1892,2,1,3,3
1893,2,3,2,2
1894,3,3,4,3
1895,3,3,1,1
1896,2,4,3,3
1897,2,2,2,2
1898,1,2,3,3
1899,4,3,3,3
1900,2,4,4,4
1901,2,1,2,2
1902,4,3,3,3
1903,4,4,4,3
1904,1,3,2,4
1905,3,3,3,3
1906,1,2,3,2
1907,3,3,2,2
1908,3,3,4,3
1909,4,3,4,3
1910,2,2,3,3
1911,2,2,2,2
1912,2,2,1,1
1913,2,3,2,3
1914,2,2,2,3
1915,1,3,3,2
1916,1,2,2,1
1917,3,2,3,2
1918,3,3,2,3
1919,2,2,2,1
1920,2,3,2,1
1921,3,2,4,4
1922,2,2,2,3
1923,3,2,1,2
1924,4,4,4,4
1925,2,2,2,2
1926,3,2,2,2
1927,1,2,4,4
1928,2,1,1,2
1929,1,4,2,4
1930,3,1,2,1
1931,3,3,3,3
1932,2,3,3,2
1933,3,3,3,2
1934,1,2,2,2
1935,2,4,4,4
1936,2,3,3,3
1937,4,3,1,1
1938,1,3,2,3
1939,4,4,3,4
1940,2,1,1,3
1941,3,3,2,2
1942,3,2,3,3
1943,3,2,2,3
1944,3,2,4,3
1945,4,3,3,4
1946,3,4,2,1
1947,1,1,2,2
1948,3,2,2,2
1949,2,2,2,1
1950,2,2,2,2
1951,1,1,4,4
1952,1,1,3,2
1953,2,2,1,2
1954,2,1,2,2
1955,1,1,4,4
1956,2,2,1,2
1957,3,4,3,3
1958,4,1,4,4
1959,1,2,2,2
1960,1,2,2,4
1961,4,4,4,3
1962,2,2,2,3
1963,2,2,1,1
1964,2,2,3,3
1965,2,2,1,2
1966,2,2,2,4
1967,2,2,2,2
1968,1,2,4,3
1969,1,2,2,2
1970,4,4,2,4
1971,2,2,2,3
1972,3,4,4,4
1973,4,4,3,2
1974,2,3,3,3
1975,1,2,2,2
1976,2,2,3,2
1977,2,2,3,3
1978,2,3,3,3
1979,2,2,3,4
1980,1,2,2,2
1981,3,3,3,2
1982,2,2,3,2
1983,3,3,3,3
1984,3,2,2,1
1985,2,2,2,1
1986,2,2,1,2
1987,3,3,3,3
1988,3,3,3,2
1989,3,3,3,3
1990,2,2,2,2
1991,2,2,2,1
1992,3,3,3,4
1993,3,3,2,3
1994,2,2,2,2
1995,3,1,4,3
1996,3,4,1,3
1997,2,2,2,2
1998,2,2,2,3
1999,3,1,2,1
2000,4,3,4,1
2001,4,4,3,1
2002,4,4,4,3
2003,2,3,4,2
2004,4,4,2,2
2005,1,1,1,1
2006,3,4,3,3
2007,3,2,2,2
2008,2,4,3,1
2009,4,4,4,4
2010,2,3,3,3
2011,1,1,1,2
2012,3,2,3,3
2013,3,3,2,2
2014,1,2,2,1
2015,3,4,2,2
2016,1,2,3,3
2017,3,3,4,3
2018,2,2,2,2
2019,1,1,0,0
2020,3,4,4,4
2021,3,3,3,2
2022,2,3,3,3
2023,3,2,4,3
2024,3,3,4,4
2025,1,2,3,4
2026,2,2,1,1
2027,4,4,4,2
2028,1,1,3,4
2029,3,3,4,3
2030,2,2,1,2
2031,1,2,2,2
2032,2,2,3,3
2033,1,3,3,3
2034,3,3,4,3
2035,2,1,2,2
2036,2,2,2,1
2037,2,2,2,2
2038,2,1,2,2
2039,1,2,2,1
2040,2,3,2,1
2041,1,2,1,2
2042,2,2,2,3
2043,4,2,2,3
2044,2,2,2,2
2045,3,4,3,2
2046,2,3,4,4
2047,2,1,1,3
2048,2,2,2,2
2049,1,3,3,2
2050,4,4,4,3
2051,2,3,2,2
2052,3,4,4,4
2053,3,2,2,3
2054,3,3,4,3
2055,2,2,2,2
2056,1,2,3,2
2057,2,3,4,3
2058,2,3,3,2
2059,4,4,4,1
2060,3,3,2,2
2061,3,3,3,3
2062,4,4,4,4
2063,3,3,3,3
2064,2,2,2,2
2065,1,2,3,2
2066,3,3,2,1
2067,1,2,4,4
2068,1,2,3,3
2069,3,4,4,4
2070,2,4,4,4
2071,4,3,2,3
2072,3,2,2,2
2073,3,3,3,3
2074,3,3,3,4
2075,2,2,2,2
2076,3,1,2,3
2077,2,2,2,2
2078,3,3,2,1
2079,3,2,1,1
2080,2,2,3,4
2081,1,1,1,1
2082,1,2,2,2
2083,1,1,1,1
2084,1,2,3,2
2085,2,3,3,3
2086,4,4,3,4
2087,2,2,1,3
2088,4,4,4,4
2089,2,3,3,3
2090,2,2,1,1
2091,3,2,2,2
2092,4,4,1,3
2093,2,2,2,2
2094,2,2,2,3
2095,3,3,3,3
2096,2,3,2,1
2097,2,3,3,2
2098,3,4,2,2
2099,2,3,1,1
2100,2,2,3,2
2101,2,2,2,3
2102,2,2,3,2
2103,2,2,2,3
2104,2,1,2,2
2105,3,3,4,3
2106,2,2,2,4
2107,2,2,2,3
2108,3,3,2,1
2109,3,4,3,2
2110,3,3,3,2
2111,2,2,3,3
2112,4,4,4,4
2113,3,3,2,2
2114,2,3,2,1
2115,3,3,4,3
2116,2,3,3,1
2117,3,2,2,2
2118,2,3,2,2
2119,3,2,1,2
2120,2,2,3,2
2121,1,2,2,2
2122,2,3,3,3
2123,3,3,3,3
2124,1,2,2,3
2125,3,3,2,2
2126,4,3,3,3
2127,3,2,2,3
2128,2,2,2,3
2129,2,2,2,1
2130,2,2,2,3
2131,1,3,4,4
2132,1,2,2,2
2133,2,2,2,1
2134,3,3,2,2
2135,2,2,3,2
2136,1,1,2,3
2137,3,3,3,3
2138,3,2,1,3
2139,3,3,4,3
2140,2,3,2,2
2141,1,2,2,2
2142,2,1,2,2
2143,3,3,2,3
2144,3,2,4,4
2145,2,3,2,4
2146,2,2,2,2
2147,4,3,3,4
2148,3,4,4,4
2149,2,3,3,3
2150,2,2,2,1
2151,2,2,2,2
2152,2,1,3,3
2153,1,2,3,2
2154,2,1,3,3
2155,2,1,2,2
2156,3,3,2,2
2157,2,2,2,2
2158,2,2,1,1
2159,2,3,2,3
2160,1,2,2,2
2161,2,2,2,2
2162,3,2,3,4
2163,2,2,3,3
2164,1,2,2,2
2165,2,2,1,1
2166,1,2,2,3
2167,2,3,3,2
2168,2,1,2,2
2169,3,2,2,2
2170,1,3,3,3
2171,3,4,2,1
2172,1,2,3,3
2173,3,3,2,1
2174,3,3,3,3
2175,1,2,2,4
2176,2,2,2,3
2177,2,4,3,3
2178,1,4,4,4
2179,2,4,2,4
2180,3,3,2,2
2181,4,4,4,4
2182,1,1,2,2
2183,2,4,4,4
2184,3,2,2,2
2185,2,3,3,3
2186,2,3,3,2
2187,2,2,2,2
2188,2,2,2,2
2189,2,1,2,2
2190,2,2,2,4
2191,2,3,2,2
2192,1,2,2,3
2193,3,3,3,3
2194,1,1,1,1
2195,4,3,4,4
2196,1,1,2,2
2197,3,2,3,2
2198,3,1,1,1
2199,2,1,1,2
2200,2,2,2,3
2201,1,2,2,2
2202,2,2,3,2
2203,1,2,2,2
2204,1,2,2,2
2205,2,1,3,3
2206,1,1,2,3
2207,4,3,4,4
2208,1,1,2,2
2209,3,3,3,2
2210,2,2,1,1
2211,2,2,2,2
2212,2,2,2,3
2213,2,3,2,2
2214,2,2,2,2
2215,3,2,3,4
2216,2,2,2,3
2217,1,2,2,2
2218,2,3,4,3
2219,1,2,1,2
2220,4,3,4,3
2221,4,4,4,3
2222,1,2,2,2
2223,2,2,2,3
2224,2,2,2,3
2225,2,2,2,2
2226,2,2,3,3
2227,3,3,3,3
2228,2,2,2,2
2229,1,1,2,3
2230,4,4,4,4
2231,4,4,3,3
2232,2,2,2,3
2233,4,2,1,2
2234,3,3,1,1
2235,3,3,3,4
2236,2,1,2,3
2237,3,3,2,2
2238,4,4,4,4
2239,2,2,2,1
2240,2,2,2,1
2241,3,4,3,3
2242,2,3,3,2
2243,3,2,2,3
2244,2,1,3,4
2245,1,1,2,2
2246,3,3,4,4
2247,2,3,4,3
2248,2,2,3,2
2249,2,3,2,3
2250,2,2,3,3
2251,3,3,4,2
2252,2,3,2,1
2253,3,3,3,3
2254,1,3,3,3
2255,2,2,3,3
2256,1,2,2,3
2257,1,2,2,4
2258,2,3,3,2
2259,3,3,2,3
2260,3,3,2,4
2261,3,3,2,1
2262,3,2,3,2
2263,4,4,2,1
2264,1,2,1,1
2265,2,4,4,4
2266,4,3,3,3
2267,3,2,3,3
2268,4,3,3,4
2269,2,2,4,4
2270,1,3,3,4
2271,4,3,2,1
2272,2,2,2,2
2273,1,2,4,4
2274,3,4,4,4
2275,2,2,3,4
2276,2,3,2,2
2277,2,2,4,4
2278,3,3,1,1
2279,1,2,2,3
2280,3,2,3,3
2281,2,1,1,1
2282,2,2,2,3
2283,1,1,2,3
2284,3,3,3,3
2285,2,2,2,2
2286,2,2,3,3
2287,2,2,2,2
2288,2,3,3,3
2289,2,2,2,2
2290,2,2,3,4
2291,2,2,2,2
2292,2,3,2,2
2293,2,2,2,2
2294,2,2,2,3
2295,2,3,2,2
2296,2,2,2,2
2297,2,3,2,2
2298,2,2,2,2
2299,1,1,2,1
2300,4,4,3,3
2301,4,2,2,4
2302,2,2,2,2
2303,1,1,2,2
2304,2,2,2,1
2305,3,4,1,1
2306,2,2,2,2
2307,4,4,4,4
2308,2,2,1,1
2309,3,3,2,2
2310,2,2,3,2
2311,2,3,3,2
2312,2,2,2,3
2313,2,2,2,2
2314,2,2,3,2
2315,3,4,4,3
2316,2,1,2,2
2317,2,2,1,1
2318,2,2,2,4
2319,4,3,4,4
2320,1,2,3,3
2321,1,1,1,2
2322,1,1,1,1
2323,1,2,1,2
2324,1,2,3,4
2325,2,2,2,2
2326,2,2,3,3
2327,1,2,2,3
2328,2,2,2,1
2329,2,2,1,2
2330,2,2,3,4
2331,3,2,2,3
2332,3,2,2,2
2333,3,3,1,2
2334,2,3,3,3
2335,2,1,2,2
2336,1,2,2,2
2337,2,2,2,2
2338,3,4,3,3
2339,1,2,3,2
2340,2,2,2,1
2341,2,2,3,3
2342,3,2,2,4
2343,4,4,4,4
2344,2,2,3,2
2345,1,2,4,4
2346,3,2,2,2
2347,2,2,2,1
2348,3,3,4,3
2349,4,4,4,4
2350,1,1,2,2
2351,3,3,2,3
2352,2,2,3,3
2353,3,3,3,3
2354,2,3,2,3
2355,2,2,3,3
2356,2,2,2,2
2357,2,2,2,2
2358,3,3,2,2
2359,2,1,1,2
2360,1,1,1,1
2361,2,2,2,2
2362,2,3,2,3
2363,2,3,3,2
2364,2,3,3,1
2365,3,2,2,2
2366,1,3,3,4
2367,4,3,2,1
2368,3,4,4,3
2369,2,2,2,2
2370,3,3,3,3
2371,2,2,2,1
2372,2,3,2,2
2373,2,3,3,2
2374,3,2,2,3
2375,2,4,3,2
2376,2,2,1,2
2377,1,1,2,3
2378,1,2,2,2
2379,1,2,2,2
2380,2,3,3,4
2381,2,2,2,3
2382,3,3,2,3
2383,2,3,3,3
2384,1,2,3,4
2385,3,3,2,3
2386,2,2,2,3
2387,3,1,2,1
2388,2,3,3,2
2389,3,3,2,1
2390,3,3,2,1
2391,2,2,2,1
2392,4,3,4,4
2393,4,4,4,4
2394,2,2,1,1
2395,2,2,2,2
2396,1,1,2,3
2397,1,2,1,2
2398,2,1,2,2
2399,1,2,2,4
2400,1,2,3,3
2401,3,4,4,4
2402,2,2,2,2
2403,3,2,2,1
2404,2,3,1,1
2405,3,3,4,4
2406,2,2,1,2
2407,2,2,2,2
2408,2,2,2,3
2409,2,2,3,3
2410,2,2,2,3
2411,2,3,2,3
2412,3,3,2,3
2413,2,3,2,2
2414,2,3,3,3
2415,1,1,4,4
2416,3,3,3,3
2417,3,3,3,1
2418,3,3,3,3
2419,1,2,1,2
2420,4,4,4,4
2421,4,4,4,4
2422,3,2,2,2
2423,2,2,1,2
2424,4,4,4,4
2425,2,1,2,3
2426,2,2,2,1
2427,3,4,3,1
2428,2,2,2,2
2429,2,3,1,2
2430,4,4,2,4
2431,2,2,2,3
2432,3,4,4,4
2433,4,3,4,3
2434,2,2,4,2
2435,4,3,4,4
2436,3,3,3,2
2437,2,3,3,2
2438,2,1,3,3
2439,4,3,3,2
2440,4,3,3,3
2441,3,3,3,3
2442,2,2,2,2
2443,2,1,2,2
2444,2,2,2,2
2445,2,3,3,2
2446,1,4,2,2
2447,2,2,2,4
2448,2,2,3,2
2449,2,2,1,2
2450,3,4,2,1
2451,3,3,3,3
2452,1,1,1,4
2453,2,2,2,2
2454,3,3,3,3
2455,3,3,3,3
2456,2,4,4,4
2457,1,2,1,2
2458,2,1,4,3
2459,3,3,2,3
2460,1,2,2,2
2461,2,3,3,2
2462,2,2,2,2
2463,3,3,3,2
2464,2,2,2,3
2465,3,2,3,4
2466,2,2,2,2
2467,4,4,4,4
2468,3,3,3,3
2469,1,1,2,1
2470,2,3,3,1
2471,4,3,4,2
2472,2,2,2,1
2473,3,2,2,2
2474,1,1,2,2
2475,2,4,4,3
2476,3,3,2,4
2477,3,1,1,3
2478,2,3,1,2
2479,1,1,1,2
2480,2,2,2,1
2481,1,1,2,2
2482,1,1,3,3
2483,2,1,2,2
2484,2,3,4,2
2485,2,3,2,2
2486,3,3,4,4
2487,2,2,2,1
2488,3,2,3,3
2489,1,1,2,2
2490,4,3,3,3
2491,2,3,3,4
2492,1,2,2,3
2493,2,2,2,2
2494,3,2,2,1
2495,2,4,2,2
2496,3,1,4,2
2497,1,2,2,3
2498,1,2,1,3
2499,3,2,3,3
2500,3,3,3,4
2501,2,2,2,2
2502,2,2,2,2
2503,2,2,1,1
2504,3,3,3,3
2505,2,3,3,2
2506,3,3,2,2
2507,3,2,2,1
2508,2,2,2,3
2509,3,2,2,2
2510,2,2,2,3
2511,2,3,3,3
2512,1,2,2,2
2513,3,1,2,3
2514,2,3,2,3
2515,2,3,4,4
2516,2,2,2,2
2517,1,1,2,3
2518,2,1,2,1
2519,1,2,2,1
2520,3,3,3,3
2521,3,3,3,2
2522,2,2,2,2
2523,4,2,2,2
2524,2,3,2,2
2525,1,1,4,4
2526,2,2,2,3
2527,3,2,3,4
2528,1,1,2,1
2529,2,4,3,4
2530,1,2,1,3
2531,4,4,4,3
2532,2,2,2,2
2533,1,2,2,4
2534,4,2,3,2
2535,1,1,2,2
2536,2,2,1,2
2537,1,2,1,2
2538,3,1,2,3
2539,2,2,3,2
2540,3,4,3,2
2541,3,2,4,3
2542,2,2,2,2
2543,1,2,3,3
2544,2,3,2,2
2545,1,2,2,3
2546,1,1,3,2
2547,3,4,4,3
2548,2,2,3,3
2549,3,2,3,3
2550,2,2,2,3
2551,2,2,1,1
2552,3,3,3,2
2553,1,1,2,2
2554,1,2,2,2
2555,1,2,1,1
2556,2,2,3,2
2557,1,3,2,4
2558,2,2,1,2
2559,2,2,3,1
2560,4,3,3,4
2561,2,3,4,3
2562,2,1,1,1
2563,1,1,2,2
2564,2,2,2,3
2565,2,3,3,3
2566,3,3,4,4
2567,2,2,2,2
2568,1,1,2,1
2569,3,3,3,3
2570,3,3,2,3
2571,4,4,4,4
2572,3,3,2,2
2573,2,1,2,2
2574,3,3,2,2
2575,2,2,3,3
2576,2,2,2,1
2577,2,2,1,2
2578,3,3,3,2
2579,1,2,2,3
2580,1,2,3,2
2581,3,4,3,2
2582,3,3,2,3
2583,3,3,3,3
2584,4,2,2,2
2585,1,2,2,1
2586,4,4,4,4
2587,3,4,3,4
2588,2,2,3,3
2589,1,2,2,1
2590,3,3,3,4
2591,2,3,3,2
2592,3,2,3,3
2593,1,3,2,2
2594,4,3,4,4
2595,4,3,3,3
2596,1,1,2,2
2597,2,3,2,3
2598,1,3,4,3
2599,3,2,3,3
2600,3,3,2,1
2601,2,3,2,3
2602,2,2,2,2
2603,2,1,2,2
2604,3,3,4,3
2605,2,2,2,2
2606,1,1,2,1
2607,2,2,2,2
2608,2,2,3,2
2609,2,2,2,2
2610,2,2,3,4
2611,3,3,3,3
2612,1,2,2,3
2613,2,2,2,4
2614,3,3,4,4
2615,4,3,3,2
2616,2,2,2,2
2617,2,1,2,2
2618,4,4,4,3
2619,2,4,2,2
2620,2,2,2,1
2621,1,1,1,1
2622,1,2,2,2
2623,2,2,2,3
