,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,변동계수
584,10,10,10,9,9,7,8,7.82608695652174
585,10,9,9,10,10,10,10,19.816326530612248
586,7,6,4,5,5,5,5,5.568421052631579
587,5,2,4,4,7,2,2,1.962962962962963
588,2,1,1,1,1,1,1,2.9999999999999996
589,4,4,5,7,6,7,3,3.273885350318471
590,1,2,1,1,1,2,2,2.6981132075471694
591,2,2,2,3,3,4,2,3.253164556962025
592,9,6,9,9,10,9,7,6.021428571428571
593,2,4,5,2,4,3,2,2.59504132231405
594,6,5,3,2,3,4,3,2.6884057971014497
595,3,3,5,4,4,4,3,4.881578947368421
596,3,3,1,2,2,2,1,2.4390243902439024
597,3,2,1,1,1,5,7,1.2222222222222223
598,5,2,7,4,6,4,8,2.519607843137255
599,10,9,10,10,10,10,10,25.94736842105263
600,1,1,3,1,3,6,4,1.433862433862434
601,6,5,4,5,8,5,4,3.8333333333333335
602,1,1,1,2,4,1,1,1.3893805309734515
603,10,10,10,9,10,9,9,18.056603773584904
604,9,2,1,1,2,3,6,1.1471571906354514
605,2,1,2,3,3,2,3,3.013157894736842
606,2,2,2,1,3,9,3,1.1760299625468165
607,1,3,2,1,3,1,2,2.066666666666667
608,2,1,2,3,3,1,2,2.4390243902439024
609,4,3,4,4,3,3,5,4.881578947368421
610,9,9,7,8,9,8,9,10.670886075949367
611,1,2,1,1,1,2,1,2.63265306122449
612,7,2,2,2,3,5,4,1.8789473684210527
613,6,6,6,5,5,4,9,3.732484076433121
614,3,1,1,1,1,1,2,1.810126582278481
615,9,10,9,9,10,10,9,17.79245283018868
616,2,1,3,4,4,3,3,2.672897196261682
617,9,9,7,5,6,6,7,4.57516339869281
618,6,7,8,7,8,8,9,7.724489795918368
619,8,9,9,6,9,9,9,7.460176991150443
620,9,8,8,10,9,10,8,9.844444444444443
621,5,6,3,3,4,3,3,3.190082644628099
622,2,6,4,4,3,3,5,2.859259259259259
623,5,5,5,5,4,7,3,4.016528925619835
624,2,2,2,4,3,5,5,2.384057971014493
625,2,2,2,1,1,2,2,3.489795918367347
626,5,6,4,5,8,9,2,2.350210970464135
627,1,1,1,1,1,1,1,0.0
628,2,4,4,3,3,4,3,4.328947368421052
629,1,1,1,1,2,3,1,1.810126582278481
630,1,6,7,3,9,8,7,2.056140350877193
631,2,5,2,2,2,1,2,1.832
632,3,2,2,1,2,2,3,3.1014492753623193
633,2,4,2,3,2,2,3,3.253164556962025
634,1,1,2,2,1,1,1,2.63265306122449
635,2,1,1,1,1,1,1,2.9999999999999996
636,3,2,2,2,2,2,2,5.631578947368421
637,2,2,5,4,4,3,3,2.963963963963964
638,8,5,4,4,4,5,8,2.9999999999999996
639,1,1,1,1,1,1,1,0.0
640,5,5,5,4,6,3,6,4.542056074766355
641,7,9,7,8,7,6,7,7.673684210526316
642,2,3,2,4,3,3,3,4.144927536231884
643,5,7,10,9,5,7,5,3.3627450980392157
644,8,10,6,10,10,10,9,5.88235294117647
645,3,4,5,3,3,4,3,4.518987341772151
646,2,3,3,4,2,1,1,2.063063063063063
647,8,9,9,7,8,6,7,6.945945945945946
648,4,4,2,1,2,2,2,2.1504424778761067
649,8,8,7,9,9,9,9,10.670886075949367
650,1,2,1,2,3,1,1,1.9873417721518987
651,1,1,2,2,2,2,2,3.489795918367347
652,3,4,4,4,4,4,5,6.8965517241379315
653,9,9,9,9,10,9,9,24.05263157894737
654,7,7,7,7,7,8,7,18.789473684210524
655,3,2,4,3,1,3,4,2.672897196261682
656,7,7,9,7,8,6,8,7.581632653061225
657,9,9,10,8,8,9,7,8.744897959183675
658,1,1,2,1,1,1,1,2.9999999999999996
659,5,3,4,4,4,3,3,4.881578947368421
660,9,10,9,10,9,6,7,5.675496688741722
661,1,6,3,1,4,2,3,1.615819209039548
662,9,5,4,7,6,9,10,3.145374449339207
663,5,1,1,4,5,4,6,1.8737373737373737
664,1,1,1,1,1,1,1,0.0
665,6,5,6,7,8,7,9,5.0814814814814815
666,3,5,2,2,4,5,4,2.811023622047244
667,2,2,2,2,1,1,2,3.489795918367347
668,1,1,3,1,1,2,6,1.1505376344086022
669,7,5,6,3,4,4,3,3.0264900662251657
670,1,1,1,1,1,1,1,0.0
671,5,5,7,7,4,2,5,2.8901734104046244
672,7,9,9,8,7,8,7,8.733333333333334
673,5,7,6,5,7,7,7,6.621052631578948
674,6,4,4,5,5,5,4,6.197368421052632
675,2,4,6,2,6,6,3,2.225806451612903
676,6,6,6,8,10,7,8,4.86
677,5,5,9,6,7,6,9,3.947058823529412
678,8,9,10,4,5,7,7,3.3679245283018866
679,6,5,6,7,6,7,5,7.317073170731708
680,2,2,3,3,8,5,4,1.820754716981132
681,8,3,7,4,5,2,10,1.934027777777778
682,10,10,9,9,8,9,9,13.246376811594205
683,4,3,4,2,1,4,5,2.384057971014493
684,3,2,2,2,1,1,3,2.4390243902439024
685,3,3,1,3,3,1,3,2.479591836734694
686,9,6,2,3,5,6,4,2.1645021645021645
687,1,1,1,1,1,1,1,0.0
688,1,2,2,1,3,2,1,2.25
689,3,2,2,3,3,3,2,4.849056603773584
690,6,4,3,4,10,10,6,2.1543859649122807
691,4,2,5,4,3,2,3,2.963963963963964
692,5,2,2,2,1,1,1,1.4184397163120568
693,5,7,7,8,8,10,10,4.440677966101695
694,8,7,5,8,7,9,8,5.850393700787401
695,1,2,1,1,1,1,1,2.9999999999999996
696,9,8,10,10,9,8,8,9.844444444444443
697,4,3,3,3,4,3,3,6.714285714285714
698,3,3,2,4,2,3,1,2.6224489795918364
699,6,6,8,9,7,7,6,6.086956521739131
700,9,7,5,8,7,8,7,5.832
701,3,2,4,2,2,4,2,2.8526315789473684
702,1,2,2,3,1,1,1,1.9873417721518987
703,2,4,5,2,4,2,4,2.632
704,5,6,4,5,6,4,7,4.7657657657657655
705,1,2,2,3,2,2,2,3.4482758620689657
706,2,2,3,3,2,3,1,3.013157894736842
707,1,2,2,1,1,1,1,2.63265306122449
708,7,10,9,7,5,9,7,4.535294117647059
709,1,1,1,1,1,1,1,0.0
710,2,4,3,2,3,5,1,2.1185185185185182
711,1,3,3,2,3,2,1,2.3777777777777778
712,5,2,3,3,1,3,4,2.3255813953488373
713,7,8,6,8,6,6,7,7.622222222222223
714,4,4,5,5,5,4,5,8.622641509433963
715,9,9,8,9,7,8,8,10.907894736842104
716,8,7,5,6,4,5,6,4.340740740740741
717,4,4,6,7,7,7,7,4.25531914893617
718,10,10,10,8,10,9,9,11.936708860759493
719,7,8,8,6,6,7,7,8.536585365853659
720,8,7,7,4,9,2,6,2.5477178423236513
721,1,2,3,1,2,2,2,2.695652173913044
722,1,3,2,2,1,1,2,2.25
723,2,2,3,2,4,3,3,3.5657894736842106
724,1,2,2,2,1,1,3,2.25
725,4,7,5,3,6,4,7,3.273885350318471
726,2,2,1,2,1,2,2,3.489795918367347
727,3,1,2,2,1,2,3,2.4390243902439024
728,9,10,6,9,9,8,6,5.1847133757961785
729,2,1,1,3,1,2,1,1.9873417721518987
730,3,1,2,4,2,3,2,2.479591836734694
731,9,10,9,5,4,7,4,2.7007874015748032
732,10,10,9,10,10,4,4,2.856140350877193
733,9,8,8,8,8,7,6,8.115789473684211
734,8,6,6,6,7,7,7,8.828947368421053
735,6,6,6,8,7,6,6,8.139240506329113
736,2,2,5,8,2,1,2,1.2661290322580645
737,6,5,7,5,9,3,7,3.141361256544503
738,5,7,5,8,4,6,5,4.13768115942029
739,5,5,3,4,6,3,2,2.8368794326241136
740,4,3,2,3,2,3,3,4.144927536231884
741,2,1,1,1,1,1,1,2.9999999999999996
742,2,1,2,1,1,1,1,2.63265306122449
743,6,7,7,4,4,4,10,2.6785714285714284
744,4,9,7,7,7,7,7,4.698630136986302
745,9,9,10,10,10,10,10,19.816326530612248
746,2,3,3,4,3,3,2,4.144927536231884
747,9,7,7,7,8,8,7,9.582278481012658
748,2,2,3,1,4,3,6,1.8404907975460123
749,3,3,1,2,2,2,1,2.4390243902439024
750,6,3,4,6,9,3,10,2.100358422939068
751,2,1,2,3,1,2,1,2.25
752,3,1,2,3,1,1,1,1.8
753,4,2,5,4,3,3,6,2.859259259259259
754,9,5,9,7,6,6,8,4.547770700636942
755,10,8,7,2,6,3,6,2.1660649819494586
756,9,7,6,4,7,8,8,4.294478527607362
757,5,4,6,2,7,6,4,2.8928571428571432
758,4,3,4,3,4,4,4,7.571428571428571
759,4,4,3,2,3,1,1,2.0236220472440944
760,7,4,4,2,3,3,4,2.4585987261146496
761,2,5,5,6,6,4,5,3.4130434782608696
762,10,9,8,7,8,6,8,6.201550387596899
763,2,4,2,3,4,2,5,2.59504132231405
764,2,1,1,1,3,1,2,1.9873417721518987
765,4,3,3,2,3,3,4,4.55072463768116
766,2,4,1,1,2,2,3,2.0
767,6,7,1,3,5,8,8,2.0568181818181817
768,3,5,3,6,5,7,5,3.3287671232876717
769,4,3,3,4,4,4,2,4.341772151898734
770,4,4,3,5,4,2,3,3.642857142857143
771,3,4,6,3,5,5,8,2.745762711864407
772,4,4,4,5,4,5,4,8.755102040816327
773,1,1,1,2,2,2,1,2.6981132075471694
774,3,2,1,3,1,1,2,2.066666666666667
775,1,1,2,1,2,1,4,1.5405405405405403
776,5,8,8,7,7,9,10,4.81875
777,2,2,2,1,2,2,2,4.894736842105264
778,1,1,2,4,4,1,2,1.5851851851851853
779,3,2,3,3,2,2,2,4.584905660377358
780,2,6,3,3,1,5,1,1.5706806282722514
781,5,4,4,5,6,3,4,4.520408163265306
782,5,3,4,3,3,6,5,3.421487603305785
783,4,3,1,2,1,2,5,1.7019867549668872
784,9,8,8,8,8,9,10,10.848101265822784
785,2,2,6,4,2,3,7,1.8009708737864076
786,2,3,1,1,1,1,1,1.810126582278481
787,6,6,7,6,8,9,10,4.586419753086419
788,1,1,3,2,1,2,1,1.9873417721518987
789,1,3,2,3,1,3,1,2.0
790,2,3,3,3,2,2,2,4.584905660377358
791,1,2,2,2,1,1,2,2.9622641509433962
792,10,10,10,10,10,10,10,0.0
793,8,3,4,7,5,7,2,2.26431718061674
794,3,2,2,2,2,2,2,5.631578947368421
795,2,1,2,2,3,2,2,3.4482758620689657
796,5,4,5,5,3,5,5,5.784810126582278
797,6,8,6,3,9,4,9,2.7130801687763713
798,7,8,8,8,9,9,9,10.907894736842104
799,10,9,7,10,10,10,10,8.345132743362832
800,3,3,3,3,4,4,1,3.0
801,3,3,3,2,3,3,3,7.526315789473684
802,2,2,3,2,3,2,2,4.673469387755103
803,5,3,3,6,4,3,3,3.190082644628099
804,1,1,1,1,1,1,2,2.9999999999999996
805,1,4,3,3,1,1,3,1.832
806,3,4,1,3,2,2,2,2.479591836734694
807,8,8,6,7,6,8,8,7.673684210526316
808,2,3,2,1,1,1,1,1.9873417721518987
809,3,3,5,3,7,7,9,2.176954732510288
810,1,1,1,2,2,1,2,2.6981132075471694
811,2,1,2,1,1,1,1,2.63265306122449
812,4,4,4,2,2,2,3,3.0
813,2,2,1,1,3,1,1,1.9873417721518987
814,7,8,8,9,8,8,6,8.115789473684211
815,7,8,6,7,7,7,7,12.06896551724138
816,7,7,6,8,8,7,7,10.347826086956522
817,1,1,2,1,1,1,1,2.9999999999999996
818,3,3,4,4,4,3,3,6.471698113207547
819,4,3,4,4,3,2,1,2.608695652173913
820,9,8,8,9,10,9,9,12.840579710144928
821,1,3,1,1,4,3,2,1.7685950413223142
822,1,2,3,3,2,3,7,1.5706806282722514
823,10,6,8,8,10,8,5,4.225806451612903
824,7,5,5,4,8,5,6,4.13768115942029
825,10,9,10,10,10,9,9,18.056603773584904
826,2,1,2,1,1,1,1,2.63265306122449
827,4,5,6,4,7,4,8,3.3518518518518516
828,7,5,5,6,7,5,3,3.8785714285714286
829,2,2,3,2,3,1,3,3.013157894736842
830,10,10,10,9,10,10,10,25.94736842105263
831,9,5,8,10,9,9,9,5.203703703703703
832,2,2,3,2,2,2,1,3.4482758620689657
833,3,5,2,3,3,4,3,3.463157894736842
834,1,1,1,1,1,1,1,0.0
835,1,1,1,1,1,1,1,0.0
836,1,1,1,1,1,1,1,0.0
837,6,7,8,10,9,8,6,5.14
838,4,2,2,2,3,2,2,3.0759493670886076
839,2,2,1,2,3,2,1,2.695652173913044
840,2,2,1,3,1,2,3,2.4390243902439024
841,2,3,2,2,1,2,3,3.1014492753623193
842,1,2,2,1,3,1,2,2.25
843,7,4,7,9,7,7,6,4.473333333333334
844,4,2,3,5,2,2,3,2.608695652173913
845,10,9,10,10,10,10,10,25.94736842105263
846,2,2,3,2,3,5,3,2.672897196261682
847,7,8,7,8,6,8,6,7.933333333333333
848,4,6,5,4,7,4,5,4.347826086956522
849,2,5,2,1,6,4,2,1.6881720430107527
850,6,2,2,2,2,1,4,1.5941176470588236
851,3,1,1,1,2,1,2,1.9873417721518987
852,3,1,1,1,1,2,1,1.810126582278481
853,2,2,1,3,3,2,1,2.4390243902439024
854,6,6,7,6,6,6,6,16.157894736842103
855,1,1,1,1,1,1,1,0.0
856,7,9,9,9,7,8,8,9.044444444444444
857,2,1,1,1,1,1,4,1.3893805309734515
858,5,5,4,5,4,4,6,6.197368421052632
859,2,1,2,1,2,1,2,2.9622641509433962
860,2,4,2,2,3,4,1,2.274336283185841
861,4,5,3,4,4,2,3,3.642857142857143
862,4,5,4,4,5,5,6,6.197368421052632
863,7,2,6,8,9,6,5,2.7048458149779733
864,2,3,2,3,2,3,5,2.672897196261682
865,5,7,7,6,7,8,6,6.704081632653062
866,8,7,8,10,10,10,10,6.976744186046512
867,2,2,2,2,1,1,1,2.9622641509433962
868,2,2,2,3,1,2,2,3.4482758620689657
869,2,2,2,1,2,2,4,2.3777777777777778
870,3,7,6,8,6,6,6,3.9215686274509802
871,8,6,8,8,6,6,8,6.672897196261681
872,2,1,1,1,2,1,1,2.63265306122449
873,2,2,2,1,2,2,2,4.894736842105264
874,6,9,7,6,9,7,7,5.832
875,7,9,8,6,5,6,9,4.547770700636942
876,5,1,1,1,2,1,1,1.14
877,1,2,2,3,1,3,2,2.4390243902439024
878,1,1,1,1,1,2,1,2.9999999999999996
879,4,4,3,4,7,3,3,2.8368794326241136
880,1,1,3,3,1,1,1,1.6020408163265307
881,3,1,4,2,3,1,3,2.1504424778761067
882,2,2,2,3,3,3,2,4.584905660377358
883,4,4,6,10,9,5,5,2.5477178423236513
884,2,1,1,2,2,1,3,2.25
885,3,3,2,3,2,2,1,3.013157894736842
886,10,10,10,10,10,10,10,0.0
887,5,3,3,3,5,3,4,3.905263157894737
888,1,2,3,2,1,2,2,2.695652173913044
889,3,8,3,6,4,6,3,2.378787878787879
890,10,9,10,10,10,10,10,25.94736842105263
891,1,1,1,1,1,1,1,0.0
892,10,7,3,10,6,5,5,2.4886363636363638
893,1,1,2,1,2,2,1,2.6981132075471694
894,8,8,9,7,7,6,7,7.581632653061225
895,5,8,10,10,10,10,4,3.118773946360154
896,8,9,7,9,6,9,8,6.9565217391304355
897,2,3,1,2,3,3,2,3.013157894736842
898,3,4,4,7,3,4,3,2.8368794326241136
899,7,7,8,6,9,6,6,6.086956521739131
900,3,4,2,3,5,3,4,3.5000000000000004
901,8,10,9,9,10,10,10,11.936708860759493
902,5,6,6,7,7,6,7,8.276315789473685
903,9,9,10,10,9,9,9,18.959183673469386
904,1,1,1,1,1,1,1,0.0
905,3,5,3,3,3,4,5,3.905263157894737
906,3,3,2,2,2,3,4,3.5657894736842106
907,4,4,2,2,3,2,1,2.274336283185841
908,5,6,6,3,2,1,1,1.5381165919282511
909,3,2,2,2,1,1,1,2.25
910,6,9,9,10,10,8,6,4.876470588235294
911,2,1,2,2,2,1,1,2.9622641509433962
912,1,2,3,1,3,2,1,2.066666666666667
913,2,4,4,4,5,4,2,3.1592920353982303
914,4,7,6,7,9,10,9,3.5893719806763285
915,4,5,5,7,5,6,6,5.540816326530612
916,6,3,6,1,2,3,4,1.8789473684210527
917,2,1,1,1,1,1,3,1.810126582278481
918,1,1,4,2,8,1,1,0.9734848484848484
919,6,7,5,8,6,7,4,4.548148148148147
920,2,2,1,1,1,1,1,2.63265306122449
921,1,1,1,1,1,1,1,0.0
922,1,3,2,1,2,2,2,2.695652173913044
923,4,5,5,6,8,8,7,3.9108280254777066
924,2,2,2,2,3,4,1,2.4105263157894736
925,9,8,7,10,9,9,9,9.16842105263158
926,8,8,7,5,8,6,5,4.862318840579711
927,1,1,1,1,1,1,1,0.0
928,3,6,3,5,2,4,6,2.6369426751592355
929,1,1,2,1,1,1,1,2.9999999999999996
930,2,2,1,1,2,1,2,2.9622641509433962
931,8,10,10,8,7,9,7,6.637795275590551
932,2,1,1,1,1,1,1,2.9999999999999996
933,10,10,6,4,5,6,8,2.9411764705882355
934,4,2,1,1,1,2,2,1.7383177570093458
935,6,6,5,6,7,4,7,5.4766355140186915
936,2,1,1,2,2,2,1,2.9622641509433962
937,1,3,3,2,1,3,1,2.0
938,5,4,6,3,8,6,7,3.2383720930232562
939,1,1,2,2,1,1,1,2.63265306122449
940,1,1,1,1,1,1,1,0.0
941,10,7,10,8,9,7,2,2.742753623188406
942,1,3,6,4,2,1,2,1.5055555555555555
943,9,9,7,8,10,7,6,5.673758865248227
944,10,6,3,5,4,4,4,2.1965811965811968
945,2,3,2,2,2,1,3,3.1014492753623193
946,3,1,1,2,4,1,2,1.7391304347826089
947,2,2,3,2,2,2,3,4.673469387755103
948,1,1,1,1,1,1,1,0.0
949,7,8,7,10,9,10,7,6.007246376811594
950,2,3,1,1,2,1,1,1.9873417721518987
951,2,3,5,1,3,2,2,2.0236220472440944
952,1,3,3,3,3,3,1,2.479591836734694
953,5,4,7,5,4,9,10,2.5884773662551437
954,5,5,7,7,8,9,8,4.57516339869281
955,2,2,1,2,1,1,2,2.9622641509433962
956,3,1,3,4,4,1,3,2.168
957,6,5,8,6,6,6,6,6.822222222222222
958,2,2,1,1,1,1,2,2.6981132075471694
959,2,1,1,1,5,3,4,1.5
960,9,10,10,8,6,10,10,5.88235294117647
961,6,6,5,7,5,6,5,7.513157894736842
962,7,5,8,5,5,6,8,4.557971014492754
963,10,10,10,10,10,10,10,0.0
964,2,2,2,2,3,2,2,5.631578947368421
965,1,3,4,1,3,4,1,1.735714285714286
966,3,3,4,3,2,2,2,3.5657894736842106
967,2,1,2,2,3,1,2,2.695652173913044
968,3,5,3,3,3,3,7,2.4585987261146496
969,8,8,9,9,9,8,9,16.169811320754718
970,1,1,1,2,1,1,1,2.9999999999999996
971,2,2,1,3,2,1,2,2.695652173913044
972,7,8,8,9,7,9,8,9.75609756097561
973,3,3,3,3,2,2,2,4.849056603773584
974,8,6,6,7,5,8,4,4.193333333333333
975,2,2,2,1,3,1,1,2.25
976,5,3,5,4,4,5,4,5.644736842105263
977,1,4,4,4,5,5,7,2.3833333333333333
978,1,1,1,2,1,2,1,2.63265306122449
979,10,10,10,10,10,10,10,0.0
980,5,5,7,6,8,8,10,3.8251366120218577
981,1,1,1,1,1,1,2,2.9999999999999996
982,1,3,1,3,1,2,3,2.0
983,2,3,2,1,2,2,2,3.4482758620689657
984,2,1,2,1,1,1,1,2.63265306122449
985,2,1,1,1,2,1,1,2.63265306122449
986,2,3,2,2,3,1,4,2.479591836734694
987,3,4,4,4,3,5,4,5.594202898550725
988,2,3,1,2,2,1,1,2.25
989,1,1,1,1,1,1,3,1.6973684210526316
990,5,3,1,2,2,2,2,1.9133858267716537
991,2,2,1,1,1,2,1,2.6981132075471694
992,5,5,7,6,8,6,7,5.666666666666666
993,3,4,2,4,3,5,3,3.5000000000000004
994,1,1,1,1,1,1,1,0.0
995,9,9,10,9,10,7,9,9.0
996,1,3,1,4,4,4,4,2.127659574468085
997,3,2,1,1,1,2,3,2.066666666666667
998,2,4,2,1,1,1,2,1.7383177570093458
999,10,10,9,10,10,10,10,25.94736842105263
1000,1,1,1,1,2,2,1,2.63265306122449
1001,10,8,10,10,9,9,9,12.223684210526315
1002,7,7,8,5,8,6,6,6.045045045045044
1003,1,4,1,1,1,2,1,1.3893805309734515
1004,6,9,9,6,9,9,7,5.383561643835617
1005,2,1,2,1,1,1,3,1.9873417721518987
1006,1,3,1,3,1,3,1,1.7383177570093458
1007,4,6,8,7,5,3,5,3.1569767441860463
1008,3,3,3,3,4,5,4,4.518987341772151
1009,1,4,6,3,1,6,6,1.7004405286343611
1010,1,1,1,1,1,1,1,0.0
1011,5,5,4,4,6,5,8,3.8333333333333335
1012,2,10,6,7,3,2,5,1.7006802721088436
1013,9,8,10,10,10,9,5,4.8388888888888895
1014,6,4,6,4,5,2,10,2.116
1015,2,8,2,5,8,7,6,2.11284046692607
1016,8,6,5,8,5,4,4,3.3588235294117648
1017,3,2,3,2,2,1,2,3.1014492753623193
1018,2,1,3,2,2,3,2,3.1014492753623193
1019,2,3,2,3,3,3,2,4.849056603773584
1020,2,3,1,2,3,2,2,3.1014492753623193
1021,2,2,2,3,1,1,2,2.695652173913044
1022,7,9,9,8,10,9,10,8.2803738317757
1023,9,8,9,10,10,10,10,11.936708860759493
1024,3,5,4,4,2,3,3,3.5000000000000004
1025,2,1,2,1,2,2,1,2.9622641509433962
1026,5,7,6,7,5,10,7,3.947058823529412
1027,10,5,8,8,10,9,10,4.734806629834254
1028,7,5,4,5,6,5,6,5.540816326530612
1029,5,4,5,6,2,5,6,3.4130434782608696
1030,3,4,3,3,3,2,5,3.463157894736842
1031,1,2,3,2,2,1,3,2.4390243902439024
1032,1,2,1,1,2,1,1,2.63265306122449
1033,9,9,8,10,8,10,9,10.975609756097562
1034,2,2,1,2,1,2,3,2.695652173913044
1035,3,5,3,3,4,3,5,3.905263157894737
1036,1,1,1,1,2,3,1,1.810126582278481
1037,1,1,1,1,1,1,2,2.9999999999999996
1038,3,3,3,2,4,2,3,4.144927536231884
1039,1,1,2,1,2,2,2,2.9622641509433962
1040,5,5,5,5,3,5,7,4.347826086956522
1041,2,2,3,4,3,2,6,2.1506849315068495
1042,6,10,10,10,10,10,9,6.1933333333333325
1043,6,9,6,9,9,7,8,5.586956521739131
1044,5,3,5,3,6,6,5,3.768
1045,3,1,1,2,2,4,2,2.0
1046,9,7,7,8,9,10,10,6.748031496062993
1047,9,9,7,6,2,6,5,2.5884773662551437
1048,4,3,3,4,2,4,1,2.608695652173913
1049,1,1,1,1,2,1,1,2.9999999999999996
1050,3,3,2,2,3,3,3,5.530612244897959
1051,7,4,4,10,8,8,5,2.856521739130435
1052,4,3,3,2,4,2,2,3.1777777777777776
1053,8,6,5,4,5,2,8,2.525581395348837
1054,2,3,2,4,2,5,1,1.963768115942029
1055,9,9,9,9,8,8,7,10.670886075949367
1056,3,7,5,4,4,7,6,3.273885350318471
1057,3,3,4,4,4,2,5,3.642857142857143
1058,4,1,3,2,2,2,2,2.4105263157894736
1059,10,7,9,8,9,10,9,8.2803738317757
1060,1,1,1,1,4,1,3,1.3679999999999999
1061,5,5,5,7,6,5,6,7.050632911392405
1062,2,5,3,4,2,2,2,2.3636363636363638
1063,2,3,4,2,1,4,3,2.4414414414414414
1064,2,2,1,1,2,2,2,3.489795918367347
1065,10,10,10,10,10,10,10,0.0
1066,9,9,9,9,9,9,10,24.05263157894737
1067,5,7,3,4,3,3,4,2.835616438356164
1068,3,4,5,4,4,4,4,6.8965517241379315
1069,8,10,9,9,9,10,10,12.223684210526315
1070,3,2,5,8,5,7,8,2.291139240506329
1071,2,3,2,4,3,3,2,3.5657894736842106
1072,7,7,8,9,8,9,7,8.733333333333334
1073,5,10,8,10,10,10,7,4.306532663316583
1074,10,9,8,10,9,5,9,4.982558139534884
1075,2,1,1,2,1,1,2,2.6981132075471694
1076,2,3,2,3,2,2,2,4.673469387755103
1077,5,4,5,4,5,7,4,4.542056074766355
1078,3,4,1,4,6,4,2,2.117283950617284
1079,1,1,1,1,1,1,1,0.0
1080,8,6,7,8,8,8,9,8.115789473684211
1081,1,1,2,2,2,3,4,2.0
1082,4,4,3,1,1,1,3,1.735714285714286
1083,1,1,1,1,1,1,1,0.0
1084,8,6,3,10,8,7,6,3.1324200913242013
1085,1,3,3,3,2,3,2,3.0759493670886076
1086,6,9,6,4,5,5,8,3.468926553672316
1087,7,4,7,7,8,5,2,2.6682242990654204
1088,1,1,1,1,1,1,1,0.0
1089,7,7,8,8,10,7,9,6.9565217391304355
1090,3,4,3,5,4,4,3,4.881578947368421
1091,6,4,3,2,2,4,8,1.8904109589041096
1092,9,9,9,9,9,10,10,18.959183673469386
1093,1,3,6,4,4,3,4,2.3642384105960264
1094,2,1,2,1,2,1,1,2.6981132075471694
1095,4,3,3,3,5,5,5,4.0
1096,6,5,4,6,3,6,4,4.016528925619835
1097,6,2,2,1,1,2,1,1.2090395480225988
1098,1,1,1,1,1,1,1,0.0
1099,8,7,9,9,7,10,10,6.748031496062993
1100,2,1,3,2,3,2,2,3.1014492753623193
1101,2,1,2,1,8,1,1,0.89453125
1102,6,9,8,9,9,9,9,7.460176991150443
1103,8,6,8,9,8,9,7,7.345794392523365
1104,5,4,4,3,3,3,3,4.518987341772151
1105,2,4,3,2,4,3,2,3.1777777777777776
1106,10,10,10,10,10,9,8,12.113924050632912
1107,1,2,1,2,1,1,3,1.9873417721518987
1108,5,5,1,2,4,1,3,1.7341040462427746
1109,2,4,2,2,3,3,2,3.253164556962025
1110,8,8,7,7,10,7,6,5.960629921259843
1111,5,5,6,6,5,3,7,4.232
1112,2,1,4,4,4,5,8,1.7857142857142856
1113,2,2,2,1,2,2,1,3.489795918367347
1114,8,7,9,5,4,5,2,2.349794238683127
1115,2,1,4,3,3,2,3,2.6224489795918364
1116,1,1,1,1,1,1,1,0.0
1117,3,6,2,3,3,3,5,2.5500000000000003
1118,1,1,2,3,1,3,1,1.8
1119,3,1,1,1,1,1,1,1.6973684210526316
1120,1,3,3,3,4,2,2,2.6224489795918364
1121,10,10,6,4,10,4,10,2.631399317406143
1122,1,1,1,1,1,2,1,2.9999999999999996
1123,5,7,6,4,6,5,8,4.340740740740741
1124,6,5,4,5,3,4,2,3.0666666666666664
1125,8,7,1,4,5,6,4,2.1645021645021645
1126,2,3,2,2,3,3,3,4.849056603773584
1127,1,1,1,1,1,1,1,0.0
1128,3,4,4,3,3,4,3,6.471698113207547
1129,6,7,9,8,6,8,9,5.960629921259843
1130,2,3,2,3,3,2,4,3.5657894736842106
1131,2,1,1,3,3,3,3,2.4105263157894736
1132,10,10,10,8,6,8,10,5.643312101910827
1133,2,2,1,1,1,2,6,1.2090395480225988
1134,10,10,10,9,10,10,10,25.94736842105263
1135,6,4,5,4,4,7,4,4.016528925619835
1136,1,1,1,1,1,1,2,2.9999999999999996
1137,10,5,10,9,10,10,10,4.913978494623656
1138,9,10,9,8,7,7,8,7.468468468468467
1139,2,3,2,2,2,2,2,5.631578947368421
1140,4,6,6,3,5,1,3,2.1857923497267757
1141,1,1,2,1,2,2,2,2.9622641509433962
1142,4,4,4,3,5,7,9,2.424528301886792
1143,4,3,3,3,4,2,2,3.658536585365854
1144,1,1,1,1,1,1,2,2.9999999999999996
1145,7,6,6,7,9,9,9,5.4071428571428575
1146,1,1,1,2,1,1,1,2.9999999999999996
1147,4,5,9,9,9,7,5,3.1324200913242013
1148,10,7,6,7,6,5,6,4.19375
1149,8,9,9,7,4,7,5,3.6649214659685865
1150,5,3,2,1,2,1,3,1.735714285714286
1151,1,1,3,2,2,3,1,2.066666666666667
1152,1,1,1,1,1,1,1,0.0
1153,2,2,4,4,4,4,3,3.463157894736842
1154,2,2,4,2,3,3,3,3.5657894736842106
1155,1,5,1,2,2,2,2,1.5851851851851853
1156,7,9,7,7,4,8,8,4.547770700636942
1157,6,7,5,7,6,5,4,5.144144144144144
1158,5,4,4,5,5,5,3,5.6075949367088604
1159,6,7,5,6,5,7,5,6.511111111111111
