고객번호,분류코드,구매횟수,총구매액
383,2,204,45675462
383,3,7,5327656
383,4,14,423109
384,1,1530,8176137
384,2,34,735094
384,4,15,131775
385,1,1448,7357074
385,2,70,2801962
385,4,20,199464
386,1,749,10956362
386,2,195,24603351
386,3,11,4158524
386,4,73,1063342
387,1,1581,31780528
387,2,198,47647352
387,3,38,34573397
387,4,52,1693885
388,1,544,7174244
388,2,236,106476641
388,3,33,70883208
388,4,41,1119144
389,1,3310,13276508
389,2,92,4528899
389,4,22,141119
390,1,1408,10472035
390,2,30,1422686
390,4,1,6888
391,1,974,13499877
391,2,464,94338577
391,3,28,18282444
391,4,74,781660
392,1,511,3216396
392,2,41,5602166
392,4,270,1275531
393,1,362,6384396
393,2,169,26551993
393,3,41,59989669
393,4,33,1423913
394,1,1673,10708909
394,2,57,4717318
394,3,1,110313
394,4,17,232635
395,1,1917,11227548
395,2,54,3617396
395,3,1,578882
395,4,16,525811
396,1,1314,9112696
396,2,121,5145112
396,4,19,177996
397,1,1568,11730422
397,2,119,7592711
397,3,4,1092179
397,4,11,173664
398,1,786,10818056
398,2,194,66486625
398,3,20,21583829
398,4,76,2202618
399,1,102,6174881
399,2,255,68176375
399,3,140,76896594
399,4,13,262444
400,1,913,14999951
400,2,473,116354607
400,3,8,7211524
400,4,10,189626
401,1,39,1720248
401,2,520,118437127
401,3,13,11268464
401,4,35,1290129
402,1,551,7129244
402,2,165,25256328
402,4,15,193325
403,1,1139,5983314
403,2,40,1984927
403,4,26,267275
404,1,786,8820592
404,2,264,43635080
404,3,4,530232
404,4,58,1364952
405,1,561,8991826
405,2,129,11646995
405,3,2,355515
405,4,130,1978897
406,1,1483,7755120
406,2,46,1054748
406,3,1,91022
406,4,45,485978
407,1,322,27671085
407,2,282,91422885
407,3,14,15889827
407,4,17,266312
408,1,190,6350012
408,2,334,590991357
408,3,40,121270874
408,4,8,317085
409,1,410,10460329
409,2,302,64948622
409,3,9,628999
409,4,29,1560783
410,1,687,5338888
410,2,22,1297922
410,4,5,598658
411,1,867,9701773
411,2,225,39802652
411,3,13,6775505
411,4,53,1071215
412,1,1292,11191992
412,2,224,35252282
412,3,1,442937
412,4,73,1216339
413,1,1095,8602759
413,2,176,40611764
413,3,25,36285322
413,4,41,566538
414,1,517,8973749
414,2,254,57874681
414,3,19,9243234
414,4,24,1079358
415,1,2049,7410055
415,2,234,1953614
415,3,1,20374
415,4,25,106560
416,1,243,7927479
416,2,424,103251457
416,3,40,34230149
416,4,42,804934
417,1,320,8713776
417,2,258,28392168
417,3,10,1655737
417,4,27,631147
418,1,1345,10737619
418,2,295,7024062
418,3,1,4131
418,4,29,392051
419,1,479,11265953
419,2,163,27230041
419,3,20,11891563
419,4,28,320148
420,1,837,10532804
420,2,177,16287988
420,4,69,1214288
421,1,2558,22559000
421,2,893,53617747
421,3,28,2142053
421,4,341,6202534
422,1,307,3833243
422,2,89,8067760
422,3,1,32170
422,4,188,3062655
423,1,679,6953776
423,2,188,37362791
423,4,54,1022418
424,1,1565,3139112
424,2,2,70122
424,4,3,80354
425,1,986,9224464
425,2,138,7483472
425,3,2,186730
425,4,33,343269
426,1,635,12017634
426,2,267,37845599
426,3,4,1162071
426,4,23,1155550
427,1,513,6204080
427,2,100,11296121
427,3,2,3499294
427,4,66,1540922
428,1,1317,20713491
428,2,288,133877716
428,3,5,3471382
428,4,17,784032
429,1,954,8288756
429,2,179,42033856
429,4,21,281721
430,1,433,12719638
430,2,368,77220609
430,3,9,4295284
430,4,17,493980
431,1,534,9859235
431,2,148,7819817
431,4,28,496031
432,1,730,23314835
432,2,168,21614247
432,3,1,1740846
432,4,24,504181
433,1,411,7168908
433,2,359,67988158
433,3,13,9322754
433,4,91,1708566
434,1,2270,30951620
434,2,144,17573421
434,3,9,3577800
434,4,2,50865
435,1,488,4633883
435,2,162,18772416
435,3,9,607392
435,4,42,423540
436,1,533,5399629
436,2,298,68985446
436,3,2,1073072
436,4,66,1377072
437,1,1551,4196004
437,2,5,899050
438,1,519,5931075
438,2,189,52225580
438,3,12,19535043
438,4,51,2425358
439,1,2018,9289190
439,2,6,118109
439,4,1,23591
440,1,426,4096049
440,2,206,48618313
440,3,18,13846129
440,4,94,1399429
441,1,504,5730036
441,2,259,21378946
441,3,8,21829587
441,4,38,1073524
442,1,4035,31124524
442,2,75,1409528
442,4,74,456131
443,1,278,4446905
443,2,272,97407170
443,3,1,847356
443,4,45,1088773
444,1,897,18054726
444,2,310,128123618
444,3,1,240927
444,4,47,1695789
445,1,583,2494633
445,2,13,945893
445,4,108,5007799
446,1,2292,12045725
446,2,70,4938901
446,3,1,627041
446,4,56,1053114
447,1,731,21663990
447,2,106,10427369
447,3,1,43455
447,4,12,331164
448,1,257,6371055
448,2,355,65755686
448,3,8,2200274
448,4,36,1076487
449,1,1487,13265589
449,2,152,38444335
449,3,15,16671310
449,4,116,2975856
450,1,842,7958196
450,2,249,122381660
450,3,7,856372
450,4,120,4099427
451,1,1426,16086272
451,2,135,7888388
451,3,4,211944
451,4,142,2609287
452,1,2816,14604589
452,2,13,997481
452,3,1,59880
452,4,2,116710
453,1,816,10991793
453,2,214,49524530
453,3,2,189767
453,4,19,316414
454,1,1090,9070536
454,2,102,5110953
454,3,2,16893
454,4,26,674850
455,1,933,10102063
455,2,55,9895629
455,3,76,107681206
455,4,45,1069964
456,1,2979,18551322
456,2,53,27345748
456,3,11,16076273
456,4,46,1563217
457,1,4518,60356030
457,2,644,83930694
457,3,19,6005657
457,4,253,3329842
458,1,1516,10144341
458,2,17,674802
458,3,1,4392
458,4,24,996274
459,1,1548,18537381
459,2,125,11344050
459,3,1,96665
459,4,31,477680
460,1,361,5242949
460,2,74,12504133
460,3,17,8983870
460,4,33,2356832
461,1,756,6913993
461,2,49,2456102
461,3,1,135238
461,4,23,190158
462,1,625,8739052
462,2,331,45345116
462,3,20,17150876
462,4,11,557976
463,1,528,12245810
463,2,362,41945451
463,3,26,5085081
463,4,32,862793
464,1,1686,8719618
464,2,209,9057906
464,3,7,2599236
464,4,49,435009
465,1,1764,13502076
465,2,110,7599605
465,4,25,239768
466,1,694,16328762
466,2,257,50146072
466,3,55,132434344
466,4,67,1875561
467,1,1409,8214086
467,2,156,8910240
467,3,9,2306370
467,4,40,1037859
468,1,1388,20681965
468,2,216,32998460
468,4,44,570649
469,1,721,10142275
469,2,88,10802841
469,3,8,4407524
469,4,23,499186
470,1,1562,7827364
470,2,18,532315
470,4,1,40486
471,1,390,19148867
471,2,265,86410657
471,3,33,27472278
471,4,53,1659168
472,1,1391,6738009
472,2,63,1667009
472,4,26,193035
473,1,1372,9635839
473,2,82,3073910
473,3,1,22559
473,4,41,362360
474,1,1963,14835150
474,2,387,79322440
474,3,17,7213340
474,4,97,3883324
475,1,1158,8293479
475,2,137,17966558
475,3,1,1096012
475,4,17,486790
476,1,2661,13416373
476,2,5,461954
477,1,417,20717389
477,2,284,85218724
477,3,30,107082463
477,4,32,1084584
478,1,601,9600788
478,2,386,179459520
478,3,54,53084432
478,4,9,805478
479,1,1326,6465701
479,2,61,3045905
479,3,3,25240
479,4,37,676379
480,1,567,11001494
480,2,384,92179859
480,4,97,2974265
481,1,699,12705008
481,2,213,53575357
481,3,5,1294176
481,4,68,3719695
482,1,1118,7115451
482,2,52,2086501
482,4,52,1317777
483,1,536,3878000
483,2,46,3996362
483,3,1,20499
483,4,2,145658
484,1,396,7218181
484,2,242,33422661
484,3,2,463539
484,4,46,469405
485,1,414,6591045
485,2,217,97388765
485,3,36,16669856
485,4,45,1339520
486,1,624,16593062
486,2,323,86671036
486,3,61,34782341
486,4,11,266095
487,1,1836,10819140
487,2,42,1345559
487,4,37,191667
488,1,2636,12324671
488,2,8,547130
489,1,1106,16655968
489,2,243,46463620
489,3,1,62079
489,4,75,1969933
490,1,884,11072186
490,2,131,16013950
490,3,1,292749
490,4,20,1052975
491,1,1648,9269745
491,2,48,5823972
491,4,5,125089
492,1,494,10518939
492,2,395,55625251
492,3,17,2688683
492,4,16,387647
493,1,2030,11136565
493,2,38,2315166
493,3,2,54156
493,4,52,458660
494,1,825,10492730
494,2,148,36730566
494,3,2,3814739
494,4,31,869458
495,1,1225,4570452
495,2,27,1715937
495,3,1,159779
495,4,2,51097
496,1,1382,9604379
496,2,121,11146893
496,4,60,244143
497,1,2034,10238231
497,2,89,1707085
497,3,3,337494
497,4,20,410057
498,1,1113,5690163
498,2,112,6253540
498,3,1,21447
498,4,31,174407
499,1,699,4724078
499,2,120,2130735
499,4,15,44605
500,1,1966,12022094
500,2,99,5482650
500,3,2,495878
500,4,46,643299
501,1,82,19365137
501,2,332,100714245
501,3,6,9491328
501,4,67,1925366
502,1,2008,23142613
502,2,254,30703871
502,3,6,5506987
502,4,3,505660
503,1,3776,26526242
503,2,283,44481616
503,3,28,22277588
503,4,47,1293261
504,1,417,11240355
504,2,362,82776670
504,3,10,4667239
504,4,93,3045116
505,1,1616,11114623
505,2,245,87065324
505,3,95,149298832
505,4,53,1555896
506,1,829,5648224
506,2,169,25126069
506,4,41,1075076
507,1,1000,19860472
507,2,112,14654408
507,4,19,456798
508,1,631,67613164
508,2,300,91754868
508,3,9,4216235
508,4,24,547934
509,1,725,15935213
509,2,180,30401495
509,3,5,426490
509,4,12,320602
510,1,799,13164322
510,2,252,51417148
510,3,25,13076636
510,4,57,1939897
511,1,1371,7458320
511,2,65,1316882
511,3,2,42796
511,4,14,141071
512,1,1326,7145196
512,2,39,853179
512,4,7,143557
513,1,312,9437467
513,2,245,74287073
513,3,5,2569635
513,4,80,1874109
514,1,1381,9355916
514,2,39,6974821
514,3,5,947265
514,4,2,24235
515,1,767,24680887
515,2,107,34069863
515,3,12,5889533
515,4,22,476305
516,1,2072,8952364
516,2,57,1000461
516,4,34,356159
517,1,784,9086232
517,2,109,40583086
517,3,1,127158
517,4,33,432386
518,1,914,14738006
518,2,434,100726126
518,3,20,13544103
518,4,58,1505395
519,1,509,4244045
519,2,259,35122280
519,3,4,210742
519,4,77,1844100
520,1,350,8029041
520,2,306,43167120
520,3,10,4341239
520,4,91,2679592
521,1,1791,46230298
521,2,346,91856949
521,3,41,26325810
521,4,63,2246833
522,1,1046,8970254
522,2,269,16660765
522,3,1,311093
522,4,68,693940
523,1,2618,17350626
523,2,7,217965
523,4,2,11402
524,1,1942,9302012
524,2,187,5651409
524,3,3,130807
524,4,53,1102086
525,1,965,15982413
525,2,74,19868190
525,3,2,4883867
525,4,138,1902700
526,1,1582,13774717
526,2,223,39706729
526,3,8,2765813
526,4,85,1719764
527,1,1668,4943971
527,2,16,4104364
528,1,563,4188825
528,2,13,204775
528,4,4,39810
529,1,1206,10104245
529,2,414,217573372
529,3,2,168498
529,4,27,99064
530,1,497,4910811
530,2,186,12825548
530,4,51,742555
531,1,511,6143523
531,2,161,24650800
531,3,6,3264563
531,4,73,2489407
532,1,299,7438173
532,2,252,63720221
532,3,14,13819467
532,4,70,985861
533,1,1503,9828585
533,2,60,783353
533,4,5,172316
534,1,525,13183872
534,2,95,6361195
534,4,79,1562627
535,1,291,4948150
535,2,314,78190422
535,3,44,66193048
535,4,50,1047889
536,1,774,5462877
536,2,15,743831
536,4,26,362930
537,1,1662,7598896
537,2,22,514337
537,4,9,90316
538,1,617,10532195
538,2,200,38325200
538,3,6,5005550
538,4,55,2629375
539,1,743,6787717
539,2,230,24191626
539,3,5,3133393
539,4,93,2960559
540,1,1081,7709944
540,2,180,4823107
540,4,44,376865
541,1,1969,13043694
541,2,69,1523069
541,4,105,1730492
542,1,661,5616825
542,2,138,7464682
542,3,12,2447234
542,4,15,278054
543,1,1039,18079689
543,2,46,4697145
543,4,4,160016
544,1,587,8775101
544,2,328,36428208
544,3,29,34575070
544,4,27,824535
545,1,370,5927541
545,2,230,47112853
545,3,8,2236249
545,4,29,1305823
546,1,400,12917613
546,2,128,82714791
546,3,23,61266784
546,4,12,198080
547,1,1410,96985060
547,2,141,27264931
547,3,22,15060537
547,4,26,920546
548,1,840,7062682
548,2,333,35811898
548,3,2,22370
548,4,49,1119385
549,1,652,10803611
549,2,151,32733136
549,3,2,312645
549,4,48,1085433
550,1,760,9490718
550,2,156,22804499
550,3,8,9275503
550,4,133,1911650
551,1,1924,10840885
551,2,45,2987206
551,3,1,728177
551,4,13,126738
552,1,619,5647886
552,2,185,12637409
552,3,8,1095744
552,4,72,1203850
553,1,797,8820000
553,2,182,41953983
553,3,8,1538830
553,4,26,464821
554,1,174,2258242
554,2,485,91608308
554,3,10,10016769
554,4,35,1189367
555,1,986,7426210
555,2,139,8974900
555,3,14,4021713
555,4,19,387170
556,1,1751,13055724
556,2,36,1850700
556,4,23,149226
557,1,1836,10559216
557,2,70,3307227
557,4,13,52375
558,1,606,5717015
558,2,105,6066475
558,3,3,1782779
558,4,33,690359
559,1,1146,32279870
559,2,163,77058087
559,3,7,3104907
559,4,25,651146
560,1,117,23509936
560,2,387,78165680
560,3,3,289729
560,4,34,1415001
561,1,1228,9634142
561,2,273,58384143
561,3,4,6448832
561,4,24,431180
562,1,390,5023946
562,2,322,520843482
562,3,1,30903
562,4,12,1495412
563,1,2317,12050290
563,2,81,6004368
563,4,99,2540570
564,1,1000,9907315
564,2,187,63019070
564,3,34,12793892
564,4,40,705704
565,1,274,7672771
565,2,313,90909128
565,3,3,478306
565,4,127,1960890
566,1,394,9191885
566,2,216,64563509
566,3,5,1249294
566,4,118,2244792
567,1,1084,13443620
567,2,157,35675307
567,3,23,14322721
567,4,53,686083
568,1,899,5362530
568,2,37,915482
568,3,2,61942
568,4,7,28175
569,1,951,10036075
569,2,195,19558922
569,3,2,108054
569,4,22,945638
570,1,1097,7071745
570,2,14,258340
571,1,635,28959855
571,2,181,36749990
571,3,3,283066
571,4,55,2048222
572,1,471,13600674
572,2,284,55138001
572,3,7,5707750
572,4,36,895087
573,1,1864,17138910
573,2,173,19339714
573,4,17,439122
574,1,1413,13503004
574,2,274,30144581
574,3,9,5331331
574,4,91,1626371
575,1,871,8605429
575,2,171,21171440
575,4,58,814939
576,1,701,9943817
576,2,283,55422660
576,3,1,63268
576,4,69,2825786
577,1,829,12219266
577,2,109,29196480
577,3,9,6640481
577,4,25,226945
578,1,1699,16436827
578,2,347,68836194
578,3,54,19123242
578,4,83,1983035
579,1,530,2056660
579,2,15,301403
579,4,2,18015
580,1,841,8897248
580,2,143,5277342
580,4,102,988985
581,1,1171,8712461
581,2,8,95285
582,1,506,5497818
582,2,142,6726637
582,4,50,484419
583,1,1227,5798631
583,2,9,150303
583,3,1,21340
583,4,2,37532
584,1,596,5157520
584,2,198,18901437
584,3,2,1931692
584,4,63,1615300
585,1,568,6760450
585,2,344,157139356
585,3,33,51022198
585,4,50,1358601
586,1,411,6659970
586,2,219,56165138
586,3,7,608009
586,4,48,1668602
587,1,601,15616805
587,2,138,68337410
587,3,4,2178323
587,4,64,3001296
588,1,2575,21007086
588,2,347,76614202
588,3,11,11268023
588,4,62,1321251
589,1,587,6513131
589,2,259,22681264
589,3,3,51321
589,4,27,1023240
590,1,1096,4795965
590,2,74,3432566
590,3,2,621958
590,4,12,211380
591,1,1702,5815993
591,2,9,472516
592,1,931,8611029
592,2,177,8382201
592,3,2,249704
592,4,3,121023
593,1,242,4218154
593,2,225,40453176
593,3,7,1195814
593,4,59,1410851
594,1,277,4882047
594,2,284,185646128
594,3,14,15039709
594,4,40,1523516
595,1,299,2597540
595,2,153,19466045
595,3,3,1188129
595,4,7,310200
596,1,1170,32747811
596,2,244,36997923
596,3,10,4660432
596,4,14,492347
597,1,621,7830476
597,2,310,33683590
597,3,7,1640936
597,4,57,1748546
598,1,1032,5624032
598,2,65,4062465
598,3,2,70471
598,4,37,283976
599,1,928,14715972
599,2,280,33794499
599,3,3,567263
599,4,22,160071
600,1,2186,17841769
600,2,212,10865615
600,3,6,990812
600,4,71,1501190
601,1,302,2628998
601,2,413,23814006
601,3,2,109591
601,4,31,481313
602,1,341,7026269
602,2,192,47652067
602,3,16,17056799
602,4,54,2457397
603,1,567,7685170
603,2,215,41037978
603,3,11,9710364
603,4,48,1275024
604,1,567,5364103
604,2,205,19845623
604,3,1,1001244
604,4,24,120569
605,1,1079,5104651
605,2,6,61112
606,1,448,10595208
606,2,235,48471570
606,3,18,17260651
606,4,62,1418525
607,1,1107,12431938
607,2,62,5334321
607,3,2,79513
607,4,68,945704
608,1,1306,15195164
608,2,324,80613891
608,3,19,22629950
608,4,212,3925578
609,1,776,5583477
609,2,39,847848
609,4,34,111769
610,1,636,13867131
610,2,37,6072872
610,3,28,202601699
610,4,44,692412
611,1,499,13716985
611,2,322,44598494
611,3,3,500782
611,4,6,112221
612,1,607,11438789
612,2,139,35200060
612,4,45,2493149
613,1,1321,8631176
613,2,365,49086052
613,3,12,5283626
613,4,58,2969863
614,1,392,14005366
614,2,306,49603140
614,3,4,2529129
614,4,28,485295
615,1,488,5297258
615,2,223,19231640
615,3,11,749116
615,4,42,1057890
616,1,1334,7462513
616,2,64,1252539
616,4,33,213462
617,1,822,7657505
617,2,246,81737212
617,3,9,7765950
617,4,73,1600090
618,1,985,11735376
618,2,209,52059302
618,3,3,173681
618,4,77,2347304
619,1,2333,12295921
619,2,31,2469147
619,4,19,375333
620,1,289,5246290
620,2,273,81738779
620,3,15,11748934
620,4,31,403129
621,1,953,6089485
621,2,25,759444
621,3,2,18500
621,4,30,252104
622,1,394,5405548
622,2,348,39806383
622,3,7,1700785
622,4,69,3011553
623,1,1475,8012621
623,2,87,3685373
623,3,1,50568
623,4,46,399839
624,1,1602,10480016
624,2,38,545396
624,4,7,34904
625,1,839,6392026
625,2,53,2528419
625,3,1,7211
625,4,79,928932
626,1,1332,7080657
626,2,106,1533985
626,4,18,127194
627,1,411,4581984
627,2,198,24468140
627,3,1,34587
627,4,66,1123466
628,1,3068,16022828
628,2,66,10287049
628,3,1,886836
628,4,41,539451
629,1,1816,12601389
629,2,168,6879300
629,3,1,389853
629,4,37,1461623
630,1,787,14270555
630,2,125,19753202
630,3,6,1200278
630,4,28,663137
631,1,191,5087068
631,2,521,58130443
631,3,7,480559
631,4,8,279121
632,1,765,11021746
632,2,64,10977396
632,3,1,57837
632,4,74,1329855
633,1,1337,33850315
633,2,447,84605692
633,3,14,4357590
633,4,40,1889904
634,1,544,7225318
634,2,112,25782726
634,3,1,404083
634,4,50,1340356
635,1,601,5824785
635,2,207,82948989
635,3,52,56898026
635,4,33,382426
636,1,646,6249908
636,2,88,12925100
636,3,3,3150585
636,4,24,338090
637,1,1023,11719144
637,2,450,47322001
637,4,42,1100606
638,1,607,8435987
638,2,222,55322526
638,3,5,2452101
638,4,46,1708207
639,1,2628,28349914
639,2,175,22597477
639,3,3,1082653
639,4,12,224785
640,1,584,6655751
640,2,281,98525153
640,3,22,28633497
640,4,31,1066560
641,1,515,12621163
641,2,306,109965289
641,3,59,48626090
641,4,53,1295114
642,1,1045,20088399
642,2,151,31646254
642,3,7,2476517
642,4,5,247883
643,1,514,5163757
643,2,165,18023340
643,3,15,8179096
643,4,92,1080816
644,1,1404,10592688
644,2,133,7343640
644,3,1,21466
644,4,11,142951
645,1,900,14586377
645,2,361,115252457
645,3,113,113122831
645,4,44,1219213
646,1,2465,14675106
646,2,117,6723540
646,4,19,113124
647,1,2778,11423662
647,2,9,555675
648,1,380,5287582
648,2,255,33488986
648,3,7,1098498
648,4,36,747772
649,1,312,1426918
649,2,194,11089303
649,4,49,594147
650,1,701,4426692
650,2,36,1691059
650,4,37,547978
651,1,241,3442261
651,2,272,24581857
651,3,3,288069
651,4,25,619608
652,1,381,11356054
652,2,290,47199273
652,4,22,473986
653,1,1290,8773219
653,2,56,2224643
653,3,1,27881
653,4,7,170876
654,1,1098,30719287
654,2,174,31807714
654,3,2,919237
654,4,39,1182191
655,1,1847,8076770
655,2,74,884067
655,3,1,10301
655,4,23,194329
656,1,208,10593879
656,2,265,81105298
656,3,26,15771597
656,4,69,1567970
657,1,502,9459839
657,2,263,56873342
657,3,3,5377276
657,4,58,1792356
658,1,1391,12147174
658,2,199,9067743
658,3,1,89746
658,4,90,865617
659,1,1172,7086812
659,2,36,511534
659,4,6,46746
660,1,2593,11542868
660,2,7,223569
660,4,1,19033
661,1,746,9879383
661,2,189,30598505
661,3,3,804755
661,4,32,372594
662,1,1148,8873770
662,2,59,2651336
662,4,36,611645
663,1,1231,9145507
663,2,34,308305
664,1,359,8314591
664,2,253,101272030
664,3,12,21844356
664,4,64,2260304
665,1,2219,14272353
665,2,144,12872569
665,3,1,117062
665,4,20,185360
666,1,1530,7099870
666,2,10,2362164
666,4,4,23775
667,1,702,6860884
667,2,189,41787801
667,4,82,518160
668,1,1367,11538193
668,2,3,52918
669,1,636,11480642
669,2,157,42810206
669,3,1,458426
669,4,14,130577
670,1,1199,8258823
670,2,372,256178203
670,3,2,366010
670,4,32,1000551
671,1,1940,8620444
671,2,66,3774263
671,4,16,262256
672,1,434,7623601
672,2,205,45437797
672,3,3,373337
672,4,82,1618856
673,1,456,20550350
673,2,347,53424455
673,4,14,996644
674,1,210,5723846
674,2,263,37866693
674,3,13,39319869
674,4,32,851868
675,1,1439,12959732
675,2,134,7506214
675,4,43,1100628
676,1,368,10852522
676,2,403,218098685
676,3,14,3456293
676,4,69,2237242
677,1,1821,8584781
677,2,83,7206812
677,3,3,6450610
677,4,30,410030
678,1,1380,9211602
678,2,31,264177
678,4,32,858506
679,1,2495,13330640
679,2,14,1134480
679,4,2,12845
680,1,1911,13679147
680,2,122,6814697
680,3,2,267014
680,4,41,590199
681,1,492,5801265
681,2,120,19853006
681,3,1,842494
681,4,61,1367742
682,1,1821,10653165
682,2,42,1114748
682,4,10,65747
683,1,1272,6739694
683,2,145,6560219
683,3,2,11753
683,4,37,1437474
684,1,631,4759652
684,2,72,8185905
684,4,34,222764
685,1,2958,15759460
685,2,7,142919
686,1,663,4953336
686,2,210,18197723
686,3,16,13782444
686,4,36,563719
687,1,702,9427848
687,2,170,16588217
687,3,1,116134
687,4,13,483494
688,1,720,4564756
688,2,84,2931531
688,4,25,363745
689,1,248,4227884
689,2,253,51133584
689,3,3,1353177
689,4,32,740533
690,1,690,9822310
690,2,257,57156444
690,3,1,16085
690,4,135,5012728
691,1,569,5265842
691,2,247,38895500
691,3,21,17108746
691,4,48,1401037
692,1,1628,10915270
692,2,130,9506871
692,3,3,2589567
692,4,13,279484
693,1,1141,9083320
693,2,232,79301862
693,3,36,38061018
693,4,86,2791533
694,1,794,8632752
694,2,239,55341535
694,3,31,26400620
694,4,22,377866
695,1,475,7998652
695,2,166,31592284
695,4,5,1125645
696,1,457,3947985
696,2,91,12014931
696,3,1,1011066
696,4,24,436729
697,1,249,2355660
697,2,200,29503804
697,3,8,1842694
697,4,33,705380
698,1,420,4321824
698,2,84,8191535
698,3,90,56810408
698,4,23,333725
699,1,2057,9066196
699,2,26,1879118
699,4,13,116646
700,1,2262,9544486
700,2,20,1768240
700,3,1,59670
701,1,2448,136337217
701,2,253,56960481
701,3,3,969362
701,4,7,506091
702,1,850,4856945
702,2,108,2748064
702,3,2,206466
702,4,72,468735
703,1,297,4344828
703,2,249,26637165
703,3,1,76226
703,4,26,456128
